"","Species","colony_id","Light_Value","Run","micromol.cm2.s","micromol.cm2.h","timepoint"
"255","Diploria labyrinthiformis","Dlab-E1","517",3,0.000436678590648554,1.57204292633479,"timepoint1"
"256","Diploria labyrinthiformis","Dlab-E2","0",5,-0.000270458896650369,-0.97365202794133,"timepoint1"
"257","Diploria labyrinthiformis","Dlab-E2","124",5,-0.00018552052939249,-0.667873905812964,"timepoint1"
"258","Diploria labyrinthiformis","Dlab-E2","165",5,-0.000173983629557039,-0.626341066405341,"timepoint1"
"259","Diploria labyrinthiformis","Dlab-E2","233",5,-0.000226383497672901,-0.814980591622445,"timepoint1"
"260","Diploria labyrinthiformis","Dlab-E2","289",5,-0.000207518317317103,-0.747065942341571,"timepoint1"
"261","Diploria labyrinthiformis","Dlab-E2","32",5,-0.000195355559539447,-0.703280014342008,"timepoint1"
"262","Diploria labyrinthiformis","Dlab-E2","341",5,-0.000178018069986578,-0.640865051951682,"timepoint1"
"263","Diploria labyrinthiformis","Dlab-E2","413",5,-0.000179504466118202,-0.646216078025526,"timepoint1"
"264","Diploria labyrinthiformis","Dlab-E2","517",5,-0.000208651571496708,-0.751145657388149,"timepoint1"
"265","Diploria labyrinthiformis","Dlab-E3","0",8,-0.00030487088490273,-1.09753518564983,"timepoint1"
"266","Diploria labyrinthiformis","Dlab-E3","124",8,7.92935700950625e-05,0.285456852342225,"timepoint1"
"267","Diploria labyrinthiformis","Dlab-E3","165",8,0.000159936363495032,0.575770908582114,"timepoint1"
"268","Diploria labyrinthiformis","Dlab-E3","233",8,0.000254629604132357,0.916666574876485,"timepoint1"
"269","Diploria labyrinthiformis","Dlab-E3","289",8,0.000310914658404153,1.11929277025495,"timepoint1"
"270","Diploria labyrinthiformis","Dlab-E3","32",8,-0.00017399316860632,-0.62637540698275,"timepoint1"
"271","Diploria labyrinthiformis","Dlab-E3","341",8,0.000349305856991122,1.25750108516804,"timepoint1"
"272","Diploria labyrinthiformis","Dlab-E3","413",8,0.00038280263425835,1.37808948333006,"timepoint1"
"273","Diploria labyrinthiformis","Dlab-E3","517",8,0.00037120361761766,1.33633302342358,"timepoint1"
"274","Diploria labyrinthiformis","Dlab-E4","0",15,-0.000107100021482911,-0.385560077338481,"timepoint1"
"275","Diploria labyrinthiformis","Dlab-E4","124",15,0.000233268541726649,0.839766750215938,"timepoint1"
"276","Diploria labyrinthiformis","Dlab-E4","165",15,0.000268763787537628,0.96754963513546,"timepoint1"
"277","Diploria labyrinthiformis","Dlab-E4","233",15,0.000255696321258751,0.920506756531505,"timepoint1"
"278","Diploria labyrinthiformis","Dlab-E4","289",15,0.000248691009342968,0.895287633634684,"timepoint1"
"279","Diploria labyrinthiformis","Dlab-E4","32",15,1.48320575111981e-05,0.0533954070403131,"timepoint1"
"280","Diploria labyrinthiformis","Dlab-E4","341",15,0.000212751790457831,0.765906445648192,"timepoint1"
"281","Diploria labyrinthiformis","Dlab-E4","413",15,0.00019453873602801,0.700339449700835,"timepoint1"
"282","Diploria labyrinthiformis","Dlab-E4","517",15,0.000169248133496021,0.609293280585674,"timepoint1"
"283","Diploria labyrinthiformis","Dlab-E5","0",12,-0.000184093856763831,-0.662737884349792,"timepoint1"
"284","Diploria labyrinthiformis","Dlab-E5","124",12,0.00014917440855036,0.537027870781296,"timepoint1"
"285","Diploria labyrinthiformis","Dlab-E5","165",12,0.000121101639095069,0.435965900742248,"timepoint1"
"286","Diploria labyrinthiformis","Dlab-E5","233",12,0.000308495382428688,1.11058337674328,"timepoint1"
"287","Diploria labyrinthiformis","Dlab-E5","289",12,0.000339350303644602,1.22166109312057,"timepoint1"
"288","Diploria labyrinthiformis","Dlab-E5","32",12,-9.74344428721979e-05,-0.350763994339913,"timepoint1"
"289","Diploria labyrinthiformis","Dlab-E5","341",12,0.000338338787991106,1.21801963676798,"timepoint1"
"290","Diploria labyrinthiformis","Dlab-E5","413",12,0.000327492882650027,1.1789743775401,"timepoint1"
"291","Diploria labyrinthiformis","Dlab-E5","517",12,0.000348158663920071,1.25337119011226,"timepoint1"
"292","Diploria labyrinthiformis","Dlab-E6","0",16,-0.000311644866310371,-1.12192151871733,"timepoint1"
"293","Diploria labyrinthiformis","Dlab-E6","124",16,0.000221462881644963,0.797266373921868,"timepoint1"
"294","Diploria labyrinthiformis","Dlab-E6","165",16,0.000326436463599573,1.17517126895846,"timepoint1"
"295","Diploria labyrinthiformis","Dlab-E6","233",16,0.00048934528825429,1.76164303771544,"timepoint1"
"296","Diploria labyrinthiformis","Dlab-E6","289",16,0.000561905225735204,2.02285881264673,"timepoint1"
"297","Diploria labyrinthiformis","Dlab-E6","32",16,-0.000131840916748564,-0.47462730029483,"timepoint1"
"298","Diploria labyrinthiformis","Dlab-E6","341",16,0.000609802185950265,2.19528786942095,"timepoint1"
"299","Diploria labyrinthiformis","Dlab-E6","413",16,0.000653708721590852,2.35335139772707,"timepoint1"
"300","Diploria labyrinthiformis","Dlab-E6","517",16,0.000684207189634246,2.46314588268329,"timepoint1"
"301","Diploria labyrinthiformis","Dlab-E7","0",20,-0.000329926248129171,-1.18773449326502,"timepoint1"
"302","Diploria labyrinthiformis","Dlab-E7","124",20,-0.000264509448212423,-0.952234013564722,"timepoint1"
"303","Diploria labyrinthiformis","Dlab-E7","165",20,-0.000234794558770545,-0.845260411573962,"timepoint1"
"304","Diploria labyrinthiformis","Dlab-E7","233",20,-0.000193864457899825,-0.697912048439371,"timepoint1"
"305","Diploria labyrinthiformis","Dlab-E7","289",20,-0.000181151403278091,-0.652145051801126,"timepoint1"
"306","Diploria labyrinthiformis","Dlab-E7","32",20,-0.000314705577493155,-1.13294007897536,"timepoint1"
"307","Diploria labyrinthiformis","Dlab-E7","341",20,-0.000155648339870926,-0.560334023535332,"timepoint1"
"308","Diploria labyrinthiformis","Dlab-E7","413",20,-0.000128076675526193,-0.461076031894297,"timepoint1"
"309","Diploria labyrinthiformis","Dlab-E7","517",20,-0.000116624945044085,-0.419849802158707,"timepoint1"
"310","Diploria labyrinthiformis","Dlab-F1","0",3,-0.000249437589815464,-0.897975323335672,"timepoint1"
"311","Diploria labyrinthiformis","Dlab-F1","124",3,4.32033850895541e-05,0.155532186322395,"timepoint1"
"312","Diploria labyrinthiformis","Dlab-F1","165",3,0.000108507929097196,0.390628544749905,"timepoint1"
"313","Diploria labyrinthiformis","Dlab-F1","233",3,0.000195485738348105,0.703748658053177,"timepoint1"
"314","Diploria labyrinthiformis","Dlab-F1","289",3,0.000260272027976148,0.936979300714134,"timepoint1"
"315","Diploria labyrinthiformis","Dlab-F1","32",3,-0.00013981346483293,-0.50332847339855,"timepoint1"
"316","Diploria labyrinthiformis","Dlab-F1","341",3,0.000295670833498856,1.06441500059588,"timepoint1"
"317","Diploria labyrinthiformis","Dlab-F1","413",3,0.000318151903033688,1.14534685092128,"timepoint1"
"318","Diploria labyrinthiformis","Dlab-F1","517",3,0.000344775441113812,1.24119158800972,"timepoint1"
"319","Diploria labyrinthiformis","Dlab-F2","0",6,-0.000273613704011021,-0.985009334439674,"timepoint1"
"320","Diploria labyrinthiformis","Dlab-F2","124",6,-0.000151899702461959,-0.546838928863053,"timepoint1"
"321","Diploria labyrinthiformis","Dlab-F2","165",6,-0.000149905877059857,-0.539661157415486,"timepoint1"
"322","Diploria labyrinthiformis","Dlab-F2","233",6,-0.000117335376205997,-0.422407354341588,"timepoint1"
"323","Diploria labyrinthiformis","Dlab-F2","289",6,-0.000124232851286104,-0.447238264629974,"timepoint1"
"324","Diploria labyrinthiformis","Dlab-F2","32",6,-0.000179295951836224,-0.645465426610406,"timepoint1"
"325","Diploria labyrinthiformis","Dlab-F2","341",6,-0.000133395174058435,-0.480222626610365,"timepoint1"
"326","Diploria labyrinthiformis","Dlab-F2","413",6,-0.000115258142707068,-0.414929313745445,"timepoint1"
"327","Diploria labyrinthiformis","Dlab-F2","517",6,-0.000148962335710943,-0.536264408559396,"timepoint1"
"328","Diploria labyrinthiformis","Dlab-F3","0",9,-0.000238902850402979,-0.860050261450724,"timepoint1"
"329","Diploria labyrinthiformis","Dlab-F3","124",9,-2.75704346699871e-05,-0.0992535648119534,"timepoint1"
"330","Diploria labyrinthiformis","Dlab-F3","165",9,2.73650570922067e-05,0.098514205531944,"timepoint1"
"331","Diploria labyrinthiformis","Dlab-F3","233",9,0.000105565230947516,0.380034831411057,"timepoint1"
"332","Diploria labyrinthiformis","Dlab-F3","289",9,0.000141906343027937,0.510862834900573,"timepoint1"
"333","Diploria labyrinthiformis","Dlab-F3","32",9,-0.0001818788334585,-0.654763800450599,"timepoint1"
"334","Diploria labyrinthiformis","Dlab-F3","341",9,0.000173351186414702,0.624064271092926,"timepoint1"
"335","Diploria labyrinthiformis","Dlab-F3","413",9,0.00020781255106695,0.748125183841022,"timepoint1"
"336","Diploria labyrinthiformis","Dlab-F3","517",9,0.00022672710748166,0.816217586933977,"timepoint1"
"337","Diploria labyrinthiformis","Dlab-F4","0",14,-0.000151825248264522,-0.546570893752279,"timepoint1"
"338","Diploria labyrinthiformis","Dlab-F4","124",14,0.000234431225887525,0.843952413195091,"timepoint1"
"339","Diploria labyrinthiformis","Dlab-F4","165",14,0.00024706757240917,0.889443260673012,"timepoint1"
"340","Diploria labyrinthiformis","Dlab-F4","233",14,0.000279616721425728,1.00662019713262,"timepoint1"
"341","Diploria labyrinthiformis","Dlab-F4","289",14,0.000213847314936246,0.769850333770484,"timepoint1"
"342","Diploria labyrinthiformis","Dlab-F4","32",14,-9.88234258307427e-06,-0.0355764332990674,"timepoint1"
"343","Diploria labyrinthiformis","Dlab-F4","341",14,0.000258414062532073,0.930290625115464,"timepoint1"
"344","Diploria labyrinthiformis","Dlab-F4","413",14,0.000222051678047687,0.799386040971673,"timepoint1"
"345","Diploria labyrinthiformis","Dlab-F4","517",14,0.000235707986636063,0.848548751889828,"timepoint1"
"346","Diploria labyrinthiformis","Dlab-F5","0",12,-0.000143929465174649,-0.518146074628735,"timepoint1"
"347","Diploria labyrinthiformis","Dlab-F5","124",12,6.84480695464698e-05,0.246413050367291,"timepoint1"
"348","Diploria labyrinthiformis","Dlab-F5","165",12,0.000121079708558751,0.435886950811502,"timepoint1"
"349","Diploria labyrinthiformis","Dlab-F5","233",12,0.000145194901179363,0.522701644245708,"timepoint1"
"350","Diploria labyrinthiformis","Dlab-F5","289",12,0.000150448756045335,0.541615521763208,"timepoint1"
"351","Diploria labyrinthiformis","Dlab-F5","32",12,-7.30495951744245e-05,-0.262978542627928,"timepoint1"
"352","Diploria labyrinthiformis","Dlab-F5","341",12,0.000163289078170544,0.587840681413959,"timepoint1"
"353","Diploria labyrinthiformis","Dlab-F5","413",12,0.000172576928733389,0.621276943440202,"timepoint1"
"354","Diploria labyrinthiformis","Dlab-F5","517",12,0.000185163029603129,0.666586906571265,"timepoint1"
"355","Diploria labyrinthiformis","Dlab-F6","0",18,-0.00092386462638862,-3.32591265499903,"timepoint1"
"356","Diploria labyrinthiformis","Dlab-F6","124",18,0.000159996038556488,0.575985738803357,"timepoint1"
"357","Diploria labyrinthiformis","Dlab-F6","165",18,0.000271000685430299,0.975602467549077,"timepoint1"
"358","Diploria labyrinthiformis","Dlab-F6","233",18,0.000329754424017971,1.1871159264647,"timepoint1"
"359","Diploria labyrinthiformis","Dlab-F6","289",18,0.000379587736150065,1.36651585014024,"timepoint1"
"360","Diploria labyrinthiformis","Dlab-F6","32",18,-0.000280905723017989,-1.01126060286476,"timepoint1"
"361","Diploria labyrinthiformis","Dlab-F6","341",18,0.000406134827239298,1.46208537806147,"timepoint1"
"362","Diploria labyrinthiformis","Dlab-F6","413",18,0.000420387138933716,1.51339370016138,"timepoint1"
"363","Diploria labyrinthiformis","Dlab-F6","517",18,0.000416943720626849,1.50099739425666,"timepoint1"
"364","Diploria labyrinthiformis","Dlab-F7","0",21,-0.000466912623895207,-1.68088544602274,"timepoint1"
"365","Diploria labyrinthiformis","Dlab-F7","124",21,-0.000290950515438658,-1.04742185557917,"timepoint1"
"366","Diploria labyrinthiformis","Dlab-F7","165",21,-0.000305910125634454,-1.10127645228403,"timepoint1"
"367","Diploria labyrinthiformis","Dlab-F7","233",21,-0.00025105417536292,-0.903795031306513,"timepoint1"
"368","Diploria labyrinthiformis","Dlab-F7","289",21,-0.000244134455224578,-0.87888403880848,"timepoint1"
"369","Diploria labyrinthiformis","Dlab-F7","32",21,-0.000402470952590513,-1.44889542932585,"timepoint1"
"370","Diploria labyrinthiformis","Dlab-F7","341",21,-0.000236532760881712,-0.851517939174164,"timepoint1"
"371","Diploria labyrinthiformis","Dlab-F7","413",21,-0.000234965743417386,-0.845876676302589,"timepoint1"
"372","Diploria labyrinthiformis","Dlab-F7","517",21,-0.000202374803089067,-0.72854929112064,"timepoint1"
"373","Montastraea cavernosa","Mcav-A1","0",1,-0.000197229894214977,-0.710027619173917,"timepoint1"
"374","Montastraea cavernosa","Mcav-A1","143",1,4.40531322704457e-05,0.158591276173604,"timepoint1"
"375","Montastraea cavernosa","Mcav-A1","188",1,0.000147918291311338,0.532505848720816,"timepoint1"
"376","Montastraea cavernosa","Mcav-A1","230",1,0.000204233854679806,0.7352418768473,"timepoint1"
"377","Montastraea cavernosa","Mcav-A1","270",1,0.000230158247619253,0.828569691429311,"timepoint1"
"378","Montastraea cavernosa","Mcav-A1","307",1,0.000239683592844139,0.862860934238902,"timepoint1"
"379","Montastraea cavernosa","Mcav-A1","336",1,0.000260774662124971,0.938788783649895,"timepoint1"
"380","Montastraea cavernosa","Mcav-A1","360",1,0.000264343273464508,0.951635784472227,"timepoint1"
"381","Montastraea cavernosa","Mcav-A1","37",1,-0.000112857710197933,-0.406287756712557,"timepoint1"
"382","Montastraea cavernosa","Mcav-A1","384",1,0.000261293923737592,0.94065812545533,"timepoint1"
"383","Montastraea cavernosa","Mcav-A1","505",1,0.000264253975412096,0.951314311483547,"timepoint1"
"384","Montastraea cavernosa","Mcav-A2","0",4,-0.00032782308965882,-1.18016312277175,"timepoint1"
"385","Montastraea cavernosa","Mcav-A2","124",4,-0.000151683814456379,-0.546061732042963,"timepoint1"
"386","Montastraea cavernosa","Mcav-A2","165",4,-0.000127919579964061,-0.460510487870619,"timepoint1"
"387","Montastraea cavernosa","Mcav-A2","233",4,-0.000139019310937964,-0.500469519376672,"timepoint1"
"388","Montastraea cavernosa","Mcav-A2","289",4,-0.000199944036751734,-0.719798532306244,"timepoint1"
"389","Montastraea cavernosa","Mcav-A2","32",4,-0.000263503299579109,-0.948611878484792,"timepoint1"
"390","Montastraea cavernosa","Mcav-A2","341",4,-0.000168130391809468,-0.605269410514086,"timepoint1"
"391","Montastraea cavernosa","Mcav-A2","413",4,-0.000116729533597108,-0.420226320949589,"timepoint1"
"392","Montastraea cavernosa","Mcav-A2","517",4,-0.000134084237242394,-0.482703254072619,"timepoint1"
"393","Montastraea cavernosa","Mcav-A3","0",9,-0.000294912388317518,-1.06168459794306,"timepoint1"
"394","Montastraea cavernosa","Mcav-A3","124",9,-7.77206931650283e-05,-0.279794495394102,"timepoint1"
"395","Montastraea cavernosa","Mcav-A3","165",9,-2.46550899312071e-05,-0.0887583237523456,"timepoint1"
"396","Montastraea cavernosa","Mcav-A3","233",9,3.02691318069995e-05,0.108968874505198,"timepoint1"
"397","Montastraea cavernosa","Mcav-A3","289",9,5.09250159056179e-05,0.183330057260224,"timepoint1"
"398","Montastraea cavernosa","Mcav-A3","32",9,-0.000248727803948845,-0.895420094215841,"timepoint1"
"399","Montastraea cavernosa","Mcav-A3","341",9,5.32499710062411e-05,0.191699895622468,"timepoint1"
"400","Montastraea cavernosa","Mcav-A3","413",9,8.97516437591505e-05,0.323105917532942,"timepoint1"
"401","Montastraea cavernosa","Mcav-A3","517",9,0.000124448940087556,0.448016184315203,"timepoint1"
"402","Montastraea cavernosa","Mcav-A4","0",15,-2.66115047033005e-05,-0.0958014169318819,"timepoint1"
"403","Montastraea cavernosa","Mcav-A4","124",15,0.000219327530824973,0.789579110969902,"timepoint1"
"404","Montastraea cavernosa","Mcav-A4","165",15,0.000280336753352028,1.0092123120673,"timepoint1"
"405","Montastraea cavernosa","Mcav-A4","233",15,0.000247844098518578,0.892238754666881,"timepoint1"
"406","Montastraea cavernosa","Mcav-A4","289",15,0.000226989660164405,0.817162776591859,"timepoint1"
"407","Montastraea cavernosa","Mcav-A4","32",15,9.59412191175327e-05,0.345388388823118,"timepoint1"
"408","Montastraea cavernosa","Mcav-A4","341",15,0.000284559716582636,1.02441497969749,"timepoint1"
"409","Montastraea cavernosa","Mcav-A4","413",15,0.000189192343079359,0.681092435085693,"timepoint1"
"410","Montastraea cavernosa","Mcav-A4","517",15,0.000264515773111926,0.952256783202932,"timepoint1"
"411","Montastraea cavernosa","Mcav-A5","0",11,-9.57170442062945e-05,-0.34458135914266,"timepoint1"
"412","Montastraea cavernosa","Mcav-A5","124",11,0.000113694507023196,0.409300225283505,"timepoint1"
"413","Montastraea cavernosa","Mcav-A5","165",11,0.000202210813037339,0.727958926934421,"timepoint1"
"414","Montastraea cavernosa","Mcav-A5","233",11,0.000227904824283487,0.820457367420554,"timepoint1"
"415","Montastraea cavernosa","Mcav-A5","289",11,0.000244730376813621,0.881029356529034,"timepoint1"
"416","Montastraea cavernosa","Mcav-A5","32",11,-1.91767788690105e-05,-0.0690364039284379,"timepoint1"
"417","Montastraea cavernosa","Mcav-A5","341",11,0.000265453030352814,0.955630909270131,"timepoint1"
"418","Montastraea cavernosa","Mcav-A5","413",11,0.000260208420343739,0.936750313237461,"timepoint1"
"419","Montastraea cavernosa","Mcav-A5","517",11,0.000275720420407465,0.992593513466875,"timepoint1"
"420","Montastraea cavernosa","Mcav-A6","0",18,-0.000248654576181876,-0.895156474254754,"timepoint1"
"421","Montastraea cavernosa","Mcav-A6","124",18,7.12468116134004e-05,0.256488521808241,"timepoint1"
"422","Montastraea cavernosa","Mcav-A6","165",18,0.000185387528148239,0.667395101333662,"timepoint1"
"423","Montastraea cavernosa","Mcav-A6","233",18,0.000263240737348285,0.947666654453826,"timepoint1"
"424","Montastraea cavernosa","Mcav-A6","289",18,0.000331150303852315,1.19214109386833,"timepoint1"
"425","Montastraea cavernosa","Mcav-A6","32",18,-0.000178918904944996,-0.644108057801985,"timepoint1"
"426","Montastraea cavernosa","Mcav-A6","341",18,0.000355111415788226,1.27840109683761,"timepoint1"
"427","Montastraea cavernosa","Mcav-A6","413",18,0.000408899446337804,1.47203800681609,"timepoint1"
"428","Montastraea cavernosa","Mcav-A6","517",18,0.000441069223723407,1.58784920540426,"timepoint1"
"429","Montastraea cavernosa","Mcav-A7","0",20,-0.000244711264916776,-0.880960553700394,"timepoint1"
"430","Montastraea cavernosa","Mcav-A7","124",20,-6.50414416935097e-05,-0.234149190096635,"timepoint1"
"431","Montastraea cavernosa","Mcav-A7","165",20,-4.02602154834374e-05,-0.144936775740375,"timepoint1"
"432","Montastraea cavernosa","Mcav-A7","233",20,-2.09739140276608e-05,-0.0755060904995789,"timepoint1"
"433","Montastraea cavernosa","Mcav-A7","289",20,-3.54741249598822e-05,-0.127706849855576,"timepoint1"
"434","Montastraea cavernosa","Mcav-A7","32",20,-0.000135807415287098,-0.488906695033554,"timepoint1"
"435","Montastraea cavernosa","Mcav-A7","341",20,-2.19112709702888e-05,-0.0788805754930395,"timepoint1"
"436","Montastraea cavernosa","Mcav-A7","413",20,-1.43137538137328e-05,-0.0515295137294382,"timepoint1"
"437","Montastraea cavernosa","Mcav-A7","517",20,-2.28718150614398e-05,-0.0823385342211833,"timepoint1"
"438","Montastraea cavernosa","Mcav-B1","0",1,-0.000188357559603252,-0.678087214571708,"timepoint1"
"439","Montastraea cavernosa","Mcav-B1","143",1,0.000188063490148461,0.677028564534458,"timepoint1"
"440","Montastraea cavernosa","Mcav-B1","188",1,0.000233284254563894,0.839823316430019,"timepoint1"
"441","Montastraea cavernosa","Mcav-B1","230",1,0.000250348015074154,0.901252854266954,"timepoint1"
"442","Montastraea cavernosa","Mcav-B1","270",1,0.000274358759452124,0.987691534027648,"timepoint1"
"443","Montastraea cavernosa","Mcav-B1","307",1,0.000279467986521957,1.00608475147904,"timepoint1"
"444","Montastraea cavernosa","Mcav-B1","336",1,0.000283554211046747,1.02079515976829,"timepoint1"
"445","Montastraea cavernosa","Mcav-B1","360",1,0.000280042903104394,1.00815445117582,"timepoint1"
"446","Montastraea cavernosa","Mcav-B1","37",1,-8.81872256744226e-05,-0.317474012427921,"timepoint1"
"447","Montastraea cavernosa","Mcav-B1","384",1,0.000271025447733124,0.975691611839246,"timepoint1"
"448","Montastraea cavernosa","Mcav-B1","505",1,0.000279431564193551,1.00595363109678,"timepoint1"
"449","Montastraea cavernosa","Mcav-B2","0",4,-0.000232378423192967,-0.836562323494681,"timepoint1"
"450","Montastraea cavernosa","Mcav-B2","124",4,-0.000152244602762771,-0.548080569945974,"timepoint1"
"451","Montastraea cavernosa","Mcav-B2","165",4,-0.000120558762389806,-0.434011544603301,"timepoint1"
"452","Montastraea cavernosa","Mcav-B2","233",4,-0.000339649617901514,-1.22273862444545,"timepoint1"
"453","Montastraea cavernosa","Mcav-B2","289",4,-0.000200423428445026,-0.721524342402093,"timepoint1"
"454","Montastraea cavernosa","Mcav-B2","32",4,-0.000219545861364197,-0.79036510091111,"timepoint1"
"455","Montastraea cavernosa","Mcav-B2","341",4,-0.000116478852422872,-0.419323868722339,"timepoint1"
"456","Montastraea cavernosa","Mcav-B2","413",4,-5.83413548177329e-05,-0.210028877343838,"timepoint1"
"457","Montastraea cavernosa","Mcav-B2","517",4,-6.11261621880174e-05,-0.220054183876863,"timepoint1"
"458","Montastraea cavernosa","Mcav-B4","0",15,-6.66105694129713e-05,-0.239798049886697,"timepoint1"
"459","Montastraea cavernosa","Mcav-B4","124",15,0.000164005452304392,0.59041962829581,"timepoint1"
"460","Montastraea cavernosa","Mcav-B4","165",15,0.000187969578519244,0.676690482669279,"timepoint1"
"461","Montastraea cavernosa","Mcav-B4","233",15,0.000205640032365888,0.740304116517197,"timepoint1"
"462","Montastraea cavernosa","Mcav-B4","289",15,0.000218885528736474,0.787987903451308,"timepoint1"
"463","Montastraea cavernosa","Mcav-B4","32",15,2.81183505501066e-05,0.101226061980384,"timepoint1"
"464","Montastraea cavernosa","Mcav-B4","341",15,0.000233156428391466,0.839363142209276,"timepoint1"
"465","Montastraea cavernosa","Mcav-B4","413",15,0.000224461682042634,0.808062055353481,"timepoint1"
"466","Montastraea cavernosa","Mcav-B4","517",15,0.000237201740600056,0.853926266160202,"timepoint1"
"467","Montastraea cavernosa","Mcav-B5","0",10,-9.51425520449798e-05,-0.342513187361927,"timepoint1"
"468","Montastraea cavernosa","Mcav-B5","124",10,0.000105888373707806,0.381198145348101,"timepoint1"
"469","Montastraea cavernosa","Mcav-B5","165",10,0.000172957167595255,0.622645803342917,"timepoint1"
"470","Montastraea cavernosa","Mcav-B5","233",10,0.000185506120536876,0.667822033932752,"timepoint1"
"471","Montastraea cavernosa","Mcav-B5","289",10,0.000196258239683683,0.706529662861259,"timepoint1"
"472","Montastraea cavernosa","Mcav-B5","32",10,-7.00087528746873e-05,-0.252031510348874,"timepoint1"
"473","Montastraea cavernosa","Mcav-B5","341",10,0.000200858226131686,0.723089614074069,"timepoint1"
"474","Montastraea cavernosa","Mcav-B5","413",10,0.000185448993910282,0.667616378077014,"timepoint1"
"475","Montastraea cavernosa","Mcav-B5","517",10,0.000194990919793708,0.701967311257348,"timepoint1"
"476","Montastraea cavernosa","Mcav-B6","0",17,-0.000204736947483314,-0.73705301093993,"timepoint1"
"477","Montastraea cavernosa","Mcav-B6","124",17,0.000133441532718454,0.480389517786433,"timepoint1"
"478","Montastraea cavernosa","Mcav-B6","165",17,0.00018933238848811,0.681596598557194,"timepoint1"
"479","Montastraea cavernosa","Mcav-B6","233",17,0.000242995191086221,0.874782687910396,"timepoint1"
"480","Montastraea cavernosa","Mcav-B6","289",17,0.000305594558784107,1.10014041162279,"timepoint1"
"481","Montastraea cavernosa","Mcav-B6","32",17,-9.34636783807387e-05,-0.336469242170659,"timepoint1"
"482","Montastraea cavernosa","Mcav-B6","341",17,0.000379132534076817,1.36487712267654,"timepoint1"
"483","Montastraea cavernosa","Mcav-B6","413",17,0.000425256406555464,1.53092306359967,"timepoint1"
"484","Montastraea cavernosa","Mcav-B6","517",17,0.000461774220428463,1.66238719354247,"timepoint1"
"485","Montastraea cavernosa","Mcav-B7","0",21,-0.000293625328260817,-1.05705118173894,"timepoint1"
"486","Montastraea cavernosa","Mcav-B7","124",21,-0.000166905030583709,-0.600858110101352,"timepoint1"
"487","Montastraea cavernosa","Mcav-B7","165",21,-0.000126548838531072,-0.45557581871186,"timepoint1"
"488","Montastraea cavernosa","Mcav-B7","233",21,-0.000106161572038357,-0.382181659338084,"timepoint1"
"489","Montastraea cavernosa","Mcav-B7","289",21,-9.56096936455771e-05,-0.344194897124077,"timepoint1"
"490","Montastraea cavernosa","Mcav-B7","32",21,-0.000237176806383098,-0.853836502979154,"timepoint1"
"491","Montastraea cavernosa","Mcav-B7","341",21,-8.40184690960622e-05,-0.302466488745824,"timepoint1"
"492","Montastraea cavernosa","Mcav-B7","413",21,-8.3528155924453e-05,-0.300701361328031,"timepoint1"
"493","Montastraea cavernosa","Mcav-B7","517",21,-6.13111400123135e-05,-0.220720104044329,"timepoint1"
"494","Montastraea cavernosa","Mcav-C1","0",2,-0.000180237041431769,-0.648853349154367,"timepoint1"
"495","Montastraea cavernosa","Mcav-C1","124",2,4.87516515115486e-05,0.175505945441575,"timepoint1"
"496","Montastraea cavernosa","Mcav-C1","165",2,9.60373259024479e-05,0.345734373248812,"timepoint1"
"497","Montastraea cavernosa","Mcav-C1","233",2,0.000147914371052369,0.532491735788529,"timepoint1"
"498","Montastraea cavernosa","Mcav-C1","289",2,0.00018289736858986,0.658430526923496,"timepoint1"
"499","Montastraea cavernosa","Mcav-C1","32",2,-0.000115967684834846,-0.417483665405446,"timepoint1"
"500","Montastraea cavernosa","Mcav-C1","341",2,0.000202301863083231,0.728286707099631,"timepoint1"
"501","Montastraea cavernosa","Mcav-C1","413",2,0.000215941201554342,0.777388325595632,"timepoint1"
"502","Montastraea cavernosa","Mcav-C2","0",5,-0.000266169456235948,-0.958210042449414,"timepoint1"
"503","Montastraea cavernosa","Mcav-C2","124",5,-0.000259443814177358,-0.93399773103849,"timepoint1"
"504","Montastraea cavernosa","Mcav-C2","165",5,-0.000213904675128935,-0.770056830464167,"timepoint1"
"505","Montastraea cavernosa","Mcav-C2","233",5,-0.000266916109759429,-0.960897995133945,"timepoint1"
"506","Montastraea cavernosa","Mcav-C2","289",5,-0.000217153824011012,-0.781753766439644,"timepoint1"
"507","Montastraea cavernosa","Mcav-C2","32",5,-0.000237978609562929,-0.856722994426545,"timepoint1"
"508","Montastraea cavernosa","Mcav-C2","341",5,-0.000166136734659343,-0.598092244773635,"timepoint1"
"509","Montastraea cavernosa","Mcav-C2","413",5,-0.000146018625317045,-0.52566705114136,"timepoint1"
"510","Montastraea cavernosa","Mcav-C2","517",5,-0.000240473488589417,-0.865704558921901,"timepoint1"
"511","Montastraea cavernosa","Mcav-C3","0",7,-0.000308445954816495,-1.11040543733938,"timepoint1"
"512","Montastraea cavernosa","Mcav-C3","124",7,-4.78543322968358e-05,-0.172275596268609,"timepoint1"
"513","Montastraea cavernosa","Mcav-C3","165",7,4.27522666303835e-05,0.15390815986938,"timepoint1"
"514","Montastraea cavernosa","Mcav-C3","233",7,9.69119211152703e-05,0.348882916014973,"timepoint1"
"515","Montastraea cavernosa","Mcav-C3","289",7,0.000108734047934893,0.391442572565615,"timepoint1"
"516","Montastraea cavernosa","Mcav-C3","32",7,-0.000290169891936759,-1.04461161097233,"timepoint1"
