"","colony_id","Light_Value","micromol.L.s","Species","Run","Chamber.Vol.L"
"48","Mcav-F4","413",0.00350845588235278,"Montastraea cavernosa",14,0.587
"49","Mcav-F4","517",0.00374081027667979,"Montastraea cavernosa",14,0.587
"50","Mcav-F4","82",0.00174158974358957,"Montastraea cavernosa",14,0.587
"51","Mdec-D4","0",-0.00119203413940248,"Madracis decactis",14,0.608
"52","Mdec-D4","124",0.000269678147939128,"Madracis decactis",14,0.608
"53","Mdec-D4","165",0.000122802197802383,"Madracis decactis",14,0.608
"54","Mdec-D4","233",0.000794211822660116,"Madracis decactis",14,0.608
"55","Mdec-D4","289",0.00069824175824175,"Madracis decactis",14,0.608
"56","Mdec-D4","32",-0.000623866995073845,"Madracis decactis",14,0.608
"57","Mdec-D4","341",0.000763153061224531,"Madracis decactis",14,0.608
"58","Mdec-D4","413",0.000771501668520596,"Madracis decactis",14,0.608
"59","Mdec-D4","517",0.000819021739130417,"Madracis decactis",14,0.608
"60","Mdec-D4","82",3.40769230770585e-05,"Madracis decactis",14,0.608
"61","Past-E4","0",-0.00149499762920814,"Porites astreoides",14,0.594
"62","Past-E4","124",0.000654433497536966,"Porites astreoides",14,0.594
"63","Past-E4","165",0.00127594871794874,"Porites astreoides",14,0.594
"64","Past-E4","233",0.00133445812807887,"Porites astreoides",14,0.594
"65","Past-E4","289",0.00138961038961082,"Porites astreoides",14,0.594
"66","Past-E4","32",-0.00136142857142868,"Porites astreoides",14,0.594
"67","Past-E4","341",0.0017835070785071,"Porites astreoides",14,0.594
"68","Past-E4","413",0.000670692307692272,"Porites astreoides",14,0.594
"69","Past-E4","517",0.00179873913043439,"Porites astreoides",14,0.594
"70","Past-E4","82",0.000494798387096717,"Porites astreoides",14,0.594
"71","Past-F4","0",-0.00279439377085641,"Porites astreoides",14,0.59
"72","Past-F4","124",0.00427779487179491,"Porites astreoides",14,0.59
"73","Past-F4","165",0.00507464709203853,"Porites astreoides",14,0.59
"74","Past-F4","233",0.00559757352941168,"Porites astreoides",14,0.59
"75","Past-F4","289",0.00565906862745097,"Porites astreoides",14,0.59
"76","Past-F4","32",-0.000177339901477767,"Porites astreoides",14,0.59
"77","Past-F4","341",0.00566250377529453,"Porites astreoides",14,0.59
"78","Past-F4","413",0.0055928266178266,"Porites astreoides",14,0.59
"79","Past-F4","517",0.00552412587412652,"Porites astreoides",14,0.59
"80","Past-F4","82",0.00274169230769217,"Porites astreoides",14,0.59
