"","colony_id","Light_Value","micromol.L.s","grouping.id","Species","Run","Chamber.Vol.L","Temp.Cat"
"1","BK-1","0",-0.00125977941176465,"BK-1-0","Blank",1,0.61,29
"2","BK-1","143",0.000112125902992734,"BK-1-143","Blank",1,0.61,29
"3","BK-1","188",0.000123782608695538,"BK-1-188","Blank",1,0.61,29
"4","BK-1","230",1.88335561496953e-05,"BK-1-230","Blank",1,0.61,29
"5","BK-1","270",5.26666666667293e-05,"BK-1-270","Blank",1,0.61,29
"6","BK-1","307",-0.000405280748663269,"BK-1-307","Blank",1,0.61,29
"7","BK-1","336",8.75494071149111e-05,"BK-1-336","Blank",1,0.61,29
"8","BK-1","360",-0.00062257352941173,"BK-1-360","Blank",1,0.61,29
"9","BK-1","37",-0.000215108695652445,"BK-1-37","Blank",1,0.61,29
"10","BK-1","384",-0.000678147939017284,"BK-1-384","Blank",1,0.61,29
"11","BK-1","505",-0.000360073891625561,"BK-1-505","Blank",1,0.61,29
"12","BK-1","657",-0.00108984817813764,"BK-1-657","Blank",1,0.61,29
"13","BK-1","97",0.000104869565217467,"BK-1-97","Blank",1,0.61,29
"14","BK-2","0",0.00146049465240648,"BK-2-0","Blank",2,0.599,29
"15","BK-2","124",0.000390167984189682,"BK-2-124","Blank",2,0.599,29
"16","BK-2","165",0.000148029556650279,"BK-2-165","Blank",2,0.599,29
"17","BK-2","233",-2.03383458647243e-05,"BK-2-233","Blank",2,0.599,29
"18","BK-2","289",0.000219558823529286,"BK-2-289","Blank",2,0.599,29
"19","BK-2","32",0.000767077922077905,"BK-2-32","Blank",2,0.599,29
"20","BK-2","341",-4.78189149559374e-05,"BK-2-341","Blank",2,0.599,29
"21","BK-2","413",-2.63247863248525e-05,"BK-2-413","Blank",2,0.599,29
"22","BK-2","82",0.000539833059660731,"BK-2-82","Blank",2,0.599,29
"23","BK-3","0",-0.00236153846153908,"BK-3-0","Blank",4,0.614,40
"24","BK-3","124",-0.00135872033023748,"BK-3-124","Blank",4,0.614,40
"25","BK-3","165",-0.00208281335522719,"BK-3-165","Blank",4,0.614,40
"26","BK-3","233",-0.00171531862745093,"BK-3-233","Blank",4,0.614,40
"27","BK-3","289",-0.00189189655172417,"BK-3-289","Blank",4,0.614,40
"28","BK-3","32",-0.00272186324786322,"BK-3-32","Blank",4,0.614,40
"29","BK-3","341",-0.000644461538461569,"BK-3-341","Blank",4,0.614,40
"30","BK-3","413",0.00022571993224169,"BK-3-413","Blank",4,0.614,40
"31","BK-3","517",-0.000878804347826282,"BK-3-517","Blank",4,0.614,40
"32","BK-3","82",-0.00238324175824168,"BK-3-82","Blank",4,0.614,40
"33","BK-4","0",0.000522967032966848,"BK-4-0","Blank",7,0.62,33
"34","BK-4","124",-0.000444852941176548,"BK-4-124","Blank",7,0.62,33
"35","BK-4","165",-0.000804999999999846,"BK-4-165","Blank",7,0.62,33
"36","BK-4","233",-0.000971538461538788,"BK-4-233","Blank",7,0.62,33
"37","BK-4","289",-0.000766233766233931,"BK-4-289","Blank",7,0.62,33
"38","BK-4","32",-0.000491428571428725,"BK-4-32","Blank",7,0.62,33
"39","BK-4","341",-0.000655934782608823,"BK-4-341","Blank",7,0.62,33
"40","BK-4","413",-0.000588078817733911,"BK-4-413","Blank",7,0.62,33
"41","BK-4","517",-0.00078193111236574,"BK-4-517","Blank",7,0.62,33
"42","BK-4","82",-0.000604285714285641,"BK-4-82","Blank",7,0.62,33
"43","BK-5","0",-0.000178052503052582,"BK-5-0","Blank",11,0.618,22
"44","BK-5","124",-0.000383246753246775,"BK-5-124","Blank",11,0.618,22
"45","BK-5","165",-0.000558461538461714,"BK-5-165","Blank",11,0.618,22
"46","BK-5","233",-0.000408128078817681,"BK-5-233","Blank",11,0.618,22
"47","BK-5","289",-0.000529392446633723,"BK-5-289","Blank",11,0.618,22
"48","BK-5","32",-0.000415634164222831,"BK-5-32","Blank",11,0.618,22
"49","BK-5","341",-0.00048165322580671,"BK-5-341","Blank",11,0.618,22
"50","BK-5","413",-0.000490711462450574,"BK-5-413","Blank",11,0.618,22
"51","BK-5","517",-0.000341499999999981,"BK-5-517","Blank",11,0.618,22
"52","BK-5","82",-0.000406119658119665,"BK-5-82","Blank",11,0.618,22
"53","BK-6","0",-4.0000000000124e-05,"BK-6-0","Blank",14,0.612,16
"54","BK-6","124",-0.000158195652174118,"BK-6-124","Blank",14,0.612,16
"55","BK-6","165",-0.000173778998779022,"BK-6-165","Blank",14,0.612,16
"56","BK-6","233",-4.56043956043721e-05,"BK-6-233","Blank",14,0.612,16
"57","BK-6","289",-0.000120940170940254,"BK-6-289","Blank",14,0.612,16
"58","BK-6","32",-0.000246413043478586,"BK-6-32","Blank",14,0.612,16
"59","BK-6","341",-0.000186305814052757,"BK-6-341","Blank",14,0.612,16
"60","BK-6","413",-0.000119586466165358,"BK-6-413","Blank",14,0.612,16
"61","BK-6","517",-0.000103853754940666,"BK-6-517","Blank",14,0.612,16
"62","BK-6","82",2.03431372548241e-05,"BK-6-82","Blank",14,0.612,16
"63","BK-7","0",-0.000409135338345751,"BK-7-0","Blank",17,0.606,26
"64","BK-7","124",-0.000437339901477786,"BK-7-124","Blank",17,0.606,26
"65","BK-7","165",-0.000669807692307672,"BK-7-165","Blank",17,0.606,26
"66","BK-7","233",-0.0005458333333333,"BK-7-233","Blank",17,0.606,26
"67","BK-7","289",-0.000552479838709814,"BK-7-289","Blank",17,0.606,26
"68","BK-7","32",-0.000457467532467362,"BK-7-32","Blank",17,0.606,26
"69","BK-7","341",-0.000527717391304477,"BK-7-341","Blank",17,0.606,26
"70","BK-7","413",-0.000267897435897393,"BK-7-413","Blank",17,0.606,26
"71","BK-7","517",-0.000311804511278097,"BK-7-517","Blank",17,0.606,26
"72","BK-7","82",-0.00052669213139794,"BK-7-82","Blank",17,0.606,26
"73","BK-8","0",-0.00111228070175454,"BK-8-0","Blank",21,0.607,36
"74","BK-8","124",-0.00127286876294295,"BK-8-124","Blank",21,0.607,36
"75","BK-8","165",-0.00130449604743072,"BK-8-165","Blank",21,0.607,36
"76","BK-8","233",-0.00130287972896673,"BK-8-233","Blank",21,0.607,36
"77","BK-8","289",-0.00109324675324665,"BK-8-289","Blank",21,0.607,36
"78","BK-8","32",-0.00111314229249019,"BK-8-32","Blank",21,0.607,36
"79","BK-8","341",-0.00115150375939833,"BK-8-341","Blank",21,0.607,36
"80","BK-8","413",-0.00142432478632474,"BK-8-413","Blank",21,0.607,36
"81","BK-8","517",-0.0010874542124542,"BK-8-517","Blank",21,0.607,36
"82","BK-8","82",-0.00128291925465835,"BK-8-82","Blank",21,0.607,36
"83","Dlab-A1","0",-0.00597987012987018,"Dlab-A1-0","Diploria labyrinthiformis",1,0.596,29
"84","Dlab-A1","143",0.00562993325917684,"Dlab-A1-143","Diploria labyrinthiformis",1,0.596,29
"85","Dlab-A1","188",0.00782394736842091,"Dlab-A1-188","Diploria labyrinthiformis",1,0.596,29
"86","Dlab-A1","230",0.00912048796791427,"Dlab-A1-230","Diploria labyrinthiformis",1,0.596,29
"87","Dlab-A1","270",0.00996145320197017,"Dlab-A1-270","Diploria labyrinthiformis",1,0.596,29
"88","Dlab-A1","307",0.0105157772304328,"Dlab-A1-307","Diploria labyrinthiformis",1,0.596,29
"89","Dlab-A1","336",0.0107366605616606,"Dlab-A1-336","Diploria labyrinthiformis",1,0.596,29
"90","Dlab-A1","360",0.0106954347826086,"Dlab-A1-360","Diploria labyrinthiformis",1,0.596,29
"91","Dlab-A1","37",-0.00226349520045157,"Dlab-A1-37","Diploria labyrinthiformis",1,0.596,29
"92","Dlab-A1","384",0.0108981617647058,"Dlab-A1-384","Diploria labyrinthiformis",1,0.596,29
"93","Dlab-A1","505",0.0117864293085659,"Dlab-A1-505","Diploria labyrinthiformis",1,0.596,29
"94","Dlab-A1","657",0.012242946345976,"Dlab-A1-657","Diploria labyrinthiformis",1,0.596,29
"95","Dlab-A1","97",0.00198482758620692,"Dlab-A1-97","Diploria labyrinthiformis",1,0.596,29
"96","Dlab-A2","0",-0.00684887794198122,"Dlab-A2-0","Diploria labyrinthiformis",4,0.6,40
"97","Dlab-A2","124",-0.00323519565217413,"Dlab-A2-124","Diploria labyrinthiformis",4,0.6,40
"98","Dlab-A2","165",-0.0046015151515148,"Dlab-A2-165","Diploria labyrinthiformis",4,0.6,40
"99","Dlab-A2","233",-0.00403980434782622,"Dlab-A2-233","Diploria labyrinthiformis",4,0.6,40
"100","Dlab-A2","289",-0.00281623376623385,"Dlab-A2-289","Diploria labyrinthiformis",4,0.6,40
"101","Dlab-A2","32",-0.00406890109890128,"Dlab-A2-32","Diploria labyrinthiformis",4,0.6,40
"102","Dlab-A2","341",-0.00199301470588229,"Dlab-A2-341","Diploria labyrinthiformis",4,0.6,40
"103","Dlab-A2","413",-0.00162930856553163,"Dlab-A2-413","Diploria labyrinthiformis",4,0.6,40
"104","Dlab-A2","517",-0.00271169108669105,"Dlab-A2-517","Diploria labyrinthiformis",4,0.6,40
"105","Dlab-A2","82",-0.0033913608131,"Dlab-A2-82","Diploria labyrinthiformis",4,0.6,40
"106","Dlab-A3","0",-0.00970463709677428,"Dlab-A3-0","Diploria labyrinthiformis",7,0.586,33
"107","Dlab-A3","124",-3.89849624059711e-05,"Dlab-A3-124","Diploria labyrinthiformis",7,0.586,33
"108","Dlab-A3","165",0.00519399786007029,"Dlab-A3-165","Diploria labyrinthiformis",7,0.586,33
"109","Dlab-A3","233",0.00907500000000066,"Dlab-A3-233","Diploria labyrinthiformis",7,0.586,33
"110","Dlab-A3","289",0.011026037549407,"Dlab-A3-289","Diploria labyrinthiformis",7,0.586,33
"111","Dlab-A3","32",-0.00898341304347838,"Dlab-A3-32","Diploria labyrinthiformis",7,0.586,33
"112","Dlab-A3","341",0.0120108784893264,"Dlab-A3-341","Diploria labyrinthiformis",7,0.586,33
"113","Dlab-A3","413",0.0136954135338345,"Dlab-A3-413","Diploria labyrinthiformis",7,0.586,33
"114","Dlab-A3","517",0.0138769865841077,"Dlab-A3-517","Diploria labyrinthiformis",7,0.586,33
"115","Dlab-A3","82",-0.00393462332301359,"Dlab-A3-82","Diploria labyrinthiformis",7,0.586,33
"116","Dlab-A4","0",-0.002250661764706,"Dlab-A4-0","Diploria labyrinthiformis",13,0.596,16
"117","Dlab-A4","124",0.00511249999999992,"Dlab-A4-124","Diploria labyrinthiformis",13,0.596,16
"118","Dlab-A4","165",0.00568804511278176,"Dlab-A4-165","Diploria labyrinthiformis",13,0.596,16
"119","Dlab-A4","233",0.0061403247863248,"Dlab-A4-233","Diploria labyrinthiformis",13,0.596,16
"120","Dlab-A4","289",0.00579507518796985,"Dlab-A4-289","Diploria labyrinthiformis",13,0.596,16
"121","Dlab-A4","32",-0.000477173913043603,"Dlab-A4-32","Diploria labyrinthiformis",13,0.596,16
