"","colony_id","Light_Value","micromol.L.s","Species","Run","Chamber.Vol.L"
"1","Dlab-C6","0",-0.00475380405035558,"Diploria labyrinthiformis",16,0.591
"2","Dlab-C6","124",0.00548431013431008,"Diploria labyrinthiformis",16,0.591
"3","Dlab-C6","165",0.00755460191981934,"Diploria labyrinthiformis",16,0.591
"4","Dlab-C6","233",0.010014236453202,"Diploria labyrinthiformis",16,0.591
"5","Dlab-C6","289",0.0110368437118439,"Diploria labyrinthiformis",16,0.591
"6","Dlab-C6","32",-0.00216141304347828,"Diploria labyrinthiformis",16,0.591
"7","Dlab-C6","341",0.0116645604395603,"Diploria labyrinthiformis",16,0.591
"8","Dlab-C6","413",0.0124398962148959,"Diploria labyrinthiformis",16,0.591
"9","Dlab-C6","517",0.0129265951439869,"Diploria labyrinthiformis",16,0.591
"10","Dlab-C6","82",0.00195457368718265,"Diploria labyrinthiformis",16,0.591
"11","Dlab-E6","0",-0.00744599802371552,"Diploria labyrinthiformis",16,0.586
"12","Dlab-E6","124",0.00476036956521739,"Diploria labyrinthiformis",16,0.586
"13","Dlab-E6","165",0.00733598901098895,"Diploria labyrinthiformis",16,0.586
"14","Dlab-E6","233",0.0112963970588236,"Diploria labyrinthiformis",16,0.586
"15","Dlab-E6","289",0.0129555443548386,"Diploria labyrinthiformis",16,0.586
"16","Dlab-E6","32",-0.00380500000000007,"Diploria labyrinthiformis",16,0.586
"17","Dlab-E6","341",0.0143092207792208,"Diploria labyrinthiformis",16,0.586
"18","Dlab-E6","413",0.0152921674876848,"Diploria labyrinthiformis",16,0.586
"19","Dlab-E6","517",0.0160900751879698,"Diploria labyrinthiformis",16,0.586
"20","Dlab-E6","82",7.26324786324689e-05,"Diploria labyrinthiformis",16,0.586
"21","Mcav-C6","0",-0.00262251879699248,"Montastraea cavernosa",16,0.593
"22","Mcav-C6","124",0.00279884782608696,"Montastraea cavernosa",16,0.593
"23","Mcav-C6","165",0.00380985319028805,"Montastraea cavernosa",16,0.593
"24","Mcav-C6","233",0.00502642309797472,"Montastraea cavernosa",16,0.593
"25","Mcav-C6","289",0.00574742002063962,"Montastraea cavernosa",16,0.593
"26","Mcav-C6","32",-0.00110688286808957,"Montastraea cavernosa",16,0.593
"27","Mcav-C6","341",0.00621661538461525,"Montastraea cavernosa",16,0.593
"28","Mcav-C6","413",0.00656217750257983,"Montastraea cavernosa",16,0.593
"29","Mcav-C6","517",0.00645315789473702,"Montastraea cavernosa",16,0.593
"30","Mcav-C6","82",0.00103434188034174,"Montastraea cavernosa",16,0.593
"31","Mcav-D6","0",-0.00217344155844165,"Montastraea cavernosa",16,0.605
"32","Mcav-D6","124",0.00194254700854704,"Montastraea cavernosa",16,0.605
"33","Mcav-D6","165",0.00276845864661643,"Montastraea cavernosa",16,0.605
"34","Mcav-D6","233",0.00445339285714288,"Montastraea cavernosa",16,0.605
"35","Mcav-D6","289",0.00495543859649127,"Montastraea cavernosa",16,0.605
"36","Mcav-D6","32",-0.00122154150197615,"Montastraea cavernosa",16,0.605
"37","Mcav-D6","341",0.00550576923076949,"Montastraea cavernosa",16,0.605
"38","Mcav-D6","413",0.00560731225296436,"Montastraea cavernosa",16,0.605
"39","Mcav-D6","517",0.00574565384615411,"Montastraea cavernosa",16,0.605
"40","Mcav-D6","82",0.000783178534571686,"Montastraea cavernosa",16,0.605
"41","Mdec-B6","0",-0.00679183415524494,"Madracis decactis",16,0.59
"42","Mdec-B6","124",0.00484561403508778,"Madracis decactis",16,0.59
"43","Mdec-B6","165",0.00704484782608706,"Madracis decactis",16,0.59
"44","Mdec-B6","233",0.0106636029411765,"Madracis decactis",16,0.59
"45","Mdec-B6","289",0.0113078478260869,"Madracis decactis",16,0.59
"46","Mdec-B6","32",-0.00352034615384617,"Madracis decactis",16,0.59
"47","Mdec-B6","341",0.0120849014778324,"Madracis decactis",16,0.59
"48","Mdec-B6","413",0.0139780683760683,"Madracis decactis",16,0.59
"49","Mdec-B6","517",0.0145064957264955,"Madracis decactis",16,0.59
"50","Mdec-B6","82",0.00116034782608673,"Madracis decactis",16,0.59
"51","Mdec-E6","0",-0.00166055900621108,"Madracis decactis",16,0.606
"52","Mdec-E6","124",-0.000311108695652395,"Madracis decactis",16,0.606
"53","Mdec-E6","165",-8.59649122788237e-06,"Madracis decactis",16,0.606
"54","Mdec-E6","233",0.000334740259740189,"Madracis decactis",16,0.606
"55","Mdec-E6","289",0.000530884615384634,"Madracis decactis",16,0.606
"56","Mdec-E6","32",-0.00134399509803908,"Madracis decactis",16,0.606
"57","Mdec-E6","341",0.000602205882352966,"Madracis decactis",16,0.606
"58","Mdec-E6","413",0.000523508771929896,"Madracis decactis",16,0.606
"59","Mdec-E6","517",0.000581451157538224,"Madracis decactis",16,0.606
"60","Mdec-E6","82",-0.000673470522803108,"Madracis decactis",16,0.606
"61","Past-C6","0",-0.00565990965556151,"Porites astreoides",16,0.579
"62","Past-C6","124",0.0075639025725235,"Porites astreoides",16,0.579
"63","Past-C6","165",0.00964770935960574,"Porites astreoides",16,0.579
"64","Past-C6","233",0.0122062337662337,"Porites astreoides",16,0.579
"65","Past-C6","289",0.0126893382352941,"Porites astreoides",16,0.579
"66","Past-C6","32",-0.00224718045112797,"Porites astreoides",16,0.579
"67","Past-C6","341",0.013022132352941,"Porites astreoides",16,0.579
"68","Past-C6","413",0.0135936202686206,"Porites astreoides",16,0.579
"69","Past-C6","517",0.0137205000000005,"Porites astreoides",16,0.579
"70","Past-C6","82",0.00348409090909089,"Porites astreoides",16,0.579
"71","Past-F6","0",-0.00495342105263133,"Porites astreoides",16,0.598
"72","Past-F6","124",0.00414373626373603,"Porites astreoides",16,0.598
"73","Past-F6","165",0.00591278938452875,"Porites astreoides",16,0.598
"74","Past-F6","233",0.00938085827216296,"Porites astreoides",16,0.598
"75","Past-F6","289",0.0102794745484405,"Porites astreoides",16,0.598
"76","Past-F6","32",-0.00300381773399019,"Porites astreoides",16,0.598
"77","Past-F6","341",0.0109202991452993,"Porites astreoides",16,0.598
"78","Past-F6","413",0.0109689615384608,"Porites astreoides",16,0.598
"79","Past-F6","517",0.0116825862068965,"Porites astreoides",16,0.598
"80","Past-F6","82",0.000718771929824684,"Porites astreoides",16,0.598
