"","Species","colony_id","Light_Value.x","Run","micromol.cm2.s","micromol.cm2.h"
"1","Diploria labyrinthiformis","Dlab-A1","0",1,-0.000277461576892401,-0.998861676812642
"2","Diploria labyrinthiformis","Dlab-A1","143",1,0.000254523320034709,0.916283952124954
"3","Diploria labyrinthiformis","Dlab-A1","188",1,0.000389833590820324,1.40340092695317
"4","Diploria labyrinthiformis","Dlab-A1","230",1,0.000454662781085266,1.63678601190696
"5","Diploria labyrinthiformis","Dlab-A1","270",1,0.000472799971039534,1.70207989574232
"6","Diploria labyrinthiformis","Dlab-A1","307",1,0.000525225142848625,1.89081051425505
"7","Diploria labyrinthiformis","Dlab-A1","336",1,0.000536653909177145,1.93195407303772
"8","Diploria labyrinthiformis","Dlab-A1","360",1,0.000618171340529622,2.22541682590664
"9","Diploria labyrinthiformis","Dlab-A1","37",1,-0.000111037141931329,-0.399733710952785
"10","Diploria labyrinthiformis","Dlab-A1","384",1,0.000537463083037544,1.93486709893516
"11","Diploria labyrinthiformis","Dlab-A1","505",1,0.000637723095118528,2.2958031424267
"12","Diploria labyrinthiformis","Dlab-A2","0",4,-0.00024406214855662,-0.87862373480383
"13","Diploria labyrinthiformis","Dlab-A2","124",4,-9.37781164567199e-05,-0.337601219244192
"14","Diploria labyrinthiformis","Dlab-A2","165",4,2.33570190568097e-05,0.084085268604515
"15","Diploria labyrinthiformis","Dlab-A2","233",4,-0.000117715037664343,-0.423774135591635
"16","Diploria labyrinthiformis","Dlab-A2","289",4,-6.69559224509547e-06,-0.0241041320823437
"17","Diploria labyrinthiformis","Dlab-A2","32",4,-6.52475324199571e-05,-0.234891116711846
"18","Diploria labyrinthiformis","Dlab-A2","341",4,-9.36318610231542e-05,-0.337074699683355
"19","Diploria labyrinthiformis","Dlab-A2","413",4,-9.23205716825646e-05,-0.332354058057233
"20","Diploria labyrinthiformis","Dlab-A2","517",4,-9.19820533613601e-05,-0.331135392100896
"21","Diploria labyrinthiformis","Dlab-A3","0",7,-0.000283603692684906,-1.02097329366566
"22","Diploria labyrinthiformis","Dlab-A3","124",7,4.79229099707458e-05,0.172522475894685
"23","Diploria labyrinthiformis","Dlab-A3","165",7,0.000203655912562893,0.733161285226415
"24","Diploria labyrinthiformis","Dlab-A3","233",7,0.000308677221005055,1.1112379956182
"25","Diploria labyrinthiformis","Dlab-A3","289",7,0.000361343470499124,1.30083649379685
"26","Diploria labyrinthiformis","Dlab-A3","32",7,-0.000254843124372345,-0.917435247740443
"27","Diploria labyrinthiformis","Dlab-A3","341",7,0.00039356912184496,1.41684883864186
"28","Diploria labyrinthiformis","Dlab-A3","413",7,0.000443355982095388,1.5960815355434
"29","Diploria labyrinthiformis","Dlab-A3","517",7,0.000455725270948548,1.64061097541477
"30","Diploria labyrinthiformis","Dlab-A5","0",11,-0.000142282413067726,-0.512216687043814
"31","Diploria labyrinthiformis","Dlab-A5","124",11,0.000114584616617581,0.412504619823292
"32","Diploria labyrinthiformis","Dlab-A5","165",11,0.000208159798837979,0.749375275816723
"33","Diploria labyrinthiformis","Dlab-A5","233",11,0.000271537577514045,0.977535279050563
"34","Diploria labyrinthiformis","Dlab-A5","289",11,0.000287010899369146,1.03323923772893
"35","Diploria labyrinthiformis","Dlab-A5","32",11,-2.85460094765773e-05,-0.102765634115678
"36","Diploria labyrinthiformis","Dlab-A5","341",11,0.000299967112717051,1.07988160578138
"37","Diploria labyrinthiformis","Dlab-A5","413",11,0.000325170943873421,1.17061539794431
"38","Diploria labyrinthiformis","Dlab-A5","517",11,0.000319024640377155,1.14848870535776
"39","Diploria labyrinthiformis","Dlab-A6","0",17,0.000106265962884026,0.382557466382495
"40","Diploria labyrinthiformis","Dlab-A6","124",17,0.000402426005945104,1.44873362140237
"41","Diploria labyrinthiformis","Dlab-A6","165",17,0.000556957950670645,2.00504862241432
"42","Diploria labyrinthiformis","Dlab-A6","233",17,0.000701721989645605,2.52619916272418
"43","Diploria labyrinthiformis","Dlab-A6","289",17,0.000809941438945309,2.91578918020311
"44","Diploria labyrinthiformis","Dlab-A6","32",17,9.95235145130665e-05,0.358284652247039
"45","Diploria labyrinthiformis","Dlab-A6","341",17,0.000852811423354778,3.0701211240772
"46","Diploria labyrinthiformis","Dlab-A6","413",17,0.000801626895263493,2.88585682294857
"47","Diploria labyrinthiformis","Dlab-A6","517",17,0.000880768856821817,3.17076788455854
"48","Diploria labyrinthiformis","Dlab-B1","0",1,-0.00030405390182643,-1.09459404657515
"49","Diploria labyrinthiformis","Dlab-B1","143",1,0.000148167609947328,0.53340339581038
"50","Diploria labyrinthiformis","Dlab-B1","188",1,0.000258398233941391,0.930233642189008
"51","Diploria labyrinthiformis","Dlab-B1","230",1,0.000316906853245467,1.14086467168368
"52","Diploria labyrinthiformis","Dlab-B1","270",1,0.000328886422886328,1.18399112239078
"53","Diploria labyrinthiformis","Dlab-B1","307",1,0.000387800663906676,1.39608239006403
